mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	TextLine_rit.  	crescendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
68	67	279	279	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	741																23		
68	67	280	280	0.0	3/4	3/4	Spanner	2/2	1	1	0																						
68	67	280	280	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	742	auf	on																
68	67	277	277	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	743												128						
68	67	278	278	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	744												128						
68	67	279	279	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	745												128						
68	67	280	280	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	746																		
68	67	277	277	4.0	0	0	Chord	2/2	2	2	1		1	1	747																		
68	67	277	277	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	748												129						
68	67	279	279	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	749												129						
68	67	280	280	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	750												129						
68	67	277	277	4.0	0	0	Chord	2/2	3	2	1		1	1	751																		
69	68	281	281	0.0	0	0	StaffText	2/2	1	1	0									rit.													
69	68	281	281	0.0	0	0	Dynamic	2/2	1	1	0							ff															
69	68	281	281	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	752	je-	yon-		articAccentAbove								130						
69	68	282	282	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	753				articAccentAbove								130						
69	68	283	283	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	754				articAccentAbove														
69	68	284	284	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	755	-nen	-der																
69	68	281	281	0.0	0	0	StaffText	2/2	2	1	0									rit.													
69	68	281	281	0.0	0	0	Spanner	2/2	2	1	0																				24		
69	68	281	281	0.0	0	0	Spanner	2/2	2	1	0																				24		0
69	68	281	281	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	756												131				24		0
69	68	282	282	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	757												131				24		0
69	68	283	283	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	758												131				24		0
69	68	284	284	0.0	3/4	3/4	Spanner	2/2	2	1	0																						0
69	68	284	284	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	759																		0
69	68	281	281	4.0	0	0	Chord	2/2	2	2	1		1	1	760																		0
69	68	281	281	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	761												129						
69	68	282	282	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	762												129						
69	68	283	283	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	763												129						
69	68	284	284	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	764																		
69	68	281	281	4.0	0	0	Chord	2/2	3	2	1		1	1	765																		
70	69	285	285	4.0	0	0	Chord	2/2	1	1	1		1	1	766	Höh’n!	height!																
70	69	285	285	0.0	0	0	Spanner	2/2	2	1	0																						
70	69	285	285	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	767												132						
70	69	287	287	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	768												132						
70	69	288	288	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	769												132						
70	69	285	285	0.0	0	0	Dynamic	2/2	3	1	0							other-dynamics															
70	69	285	285	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	770												133						
70	69	571/2	571/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	771																		
70	69	573/2	573/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	772												134						
70	69	287	287	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	773												134						
70	69	575/2	575/2	1.0	5/8	5/8	Chord	2/2	3	1	1/4		1/4	1	774																		
70	69	577/2	577/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	775												135						
71	70	289	289	0.0	0	0	StaffText	2/2	2	1	0									zögernd							132						
71	70	289	289	0.0	0	0	StaffText	2/2	2	1	0									ritard.							132						
71	70	289	289	0.0	0	0	Spanner	2/2	2	1	0																132				25		
71	70	289	289	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	776												132				25		
71	70	290	290	0.0	1/4	1/4	Spanner	2/2	2	1	0																132						
71	70	290	290	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	777												132						
71	70	291	291	0.0	1/2	1/2	Spanner	2/2	2	1	0																132					18	
71	70	291	291	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	778												132					18	
71	70	289	289	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	779												135						
71	70	579/2	579/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	780																		
71	70	581/2	581/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	781												136						
71	70	291	291	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	782				articAccentAbove														
72	71	293	293	0.0	0	0	Spanner	2/2	2	1	0																132						
72	71	293	293	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	783												132						
72	71	295	295	0.0	1/2	1/2	Dynamic	2/2	2	1	0							pp															
72	71	295	295	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	784																		
72	71	293	293	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	785												137						
72	71	294	294	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	786												137						
72	71	295	295	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	787																		
