mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
34	34	168	168	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	504												79				
34	34	166	166	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	505																
34	34	337/2	337/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	506												80				
34	34	169	169	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	507												80				
34	34	339/2	339/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	508												80				
34	34	166	166	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	509				articStaccatoBelow												
34	34	167	167	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	510				articStaccatoBelow												
34	34	169	169	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	511				articStaccatoBelow												
35	35	170	170	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	512												79				
35	35	341/2	341/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	513												79				
35	35	171	171	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	514												79				
35	35	343/2	343/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	515												79				
35	35	172	172	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	516												79				
35	35	345/2	345/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	517												79				
35	35	173	173	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	518												79				
35	35	347/2	347/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	519																
35	35	170	170	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	520																
35	35	172	172	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	521																
35	35	170	170	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	522																
35	35	171	171	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	523																
35	35	172	172	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	524																
35	35	173	173	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	525																
36	36	174	174	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	526												81				
36	36	176	176	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	527												81				
36	36	353/2	353/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	528												81				
36	36	177	177	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	529												81				
36	36	355/2	355/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	530												81				
36	36	174	174	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	531												82				
36	36	176	176	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	532												82				
36	36	174	174	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	533																
36	36	175	175	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	534																
36	36	176	176	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	535																
36	36	177	177	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	536																
37	37	178	178	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	537												81				
37	37	357/2	357/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	538												81				
37	37	179	179	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	539												81				
37	37	359/2	359/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	540												81				
37	37	180	180	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	541												81				
37	37	361/2	361/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	542												81				
37	37	181	181	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	543												81				
37	37	363/2	363/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	544																
37	37	178	178	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	545												82				
37	37	180	180	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	546																
37	37	178	178	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	547																
37	37	179	179	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	548																
37	37	180	180	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	549																
37	37	181	181	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	550																
38	38	182	182	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	551												83				
38	38	184	184	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	552												83				
38	38	369/2	369/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	553												83				
38	38	185	185	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	554												83				
38	38	371/2	371/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	555												83				
38	38	182	182	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	556												84				
38	38	365/2	365/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	557												84				
38	38	183	183	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	558												84				
38	38	367/2	367/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	559												84				
38	38	184	184	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	560												84				
38	38	369/2	369/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	561												84				
38	38	185	185	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	562												84				
38	38	371/2	371/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	563																
38	38	182	182	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	564												85				
38	38	184	184	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	565																
39	39	186	186	0.0	0	0	Spanner	4/4	2	1	0															83		6		
39	39	186	186	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	566												83		6		
39	39	188	188	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	567												83		6		
39	39	377/2	377/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	568												83		6		
39	39	189	189	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	569												83		6		
39	39	379/2	379/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
39	39	379/2	379/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	570																
39	39	186	186	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	571												86				
39	39	188	188	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	572												86				
39	39	377/2	377/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	573												86				
39	39	189	189	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	574												86				
39	39	379/2	379/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	575																
39	39	186	186	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	576												87				
39	39	373/2	373/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	577												87				
39	39	187	187	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	578												87				
39	39	375/2	375/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	579																
39	39	188	188	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	580																
39	39	186	186	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	581												88				
39	39	188	188	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	582																
40	40	190	190	0.0	0	0	Dynamic	3/2	1	1	0						pp													
40	40	190	190	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	583	Wenn	When														
40	40	191	191	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	584	dein	thy														
40	40	192	192	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	585	Müt-	mo-														
40	40	193	193	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	586	-ter-	-ther														
40	40	194	194	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	587	-lein	dear														
40	40	190	190	0.0	0	0	Dynamic	3/2	2	1	0						pp													
40	40	190	190	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	588												89				
40	40	381/2	381/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	589																
40	40	191	191	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	590												90				
40	40	383/2	383/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	591																
40	40	192	192	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	592												91				
40	40	194	194	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	593												91				
40	40	389/2	389/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	594												91				
40	40	195	195	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	595												91				
40	40	391/2	391/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	596																
40	40	190	190	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	597				articAccentAbove												
40	40	192	192	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	598				articAccentAbove												
40	40	190	190	1.0	0	0	Chord	3/2	3	2	1/4	1/4	1	599																
40	40	191	191	1.0	1/4	1/4	Chord	3/2	3	2	1/4	1/4	1	600																
40	40	192	192	1.0	1/2	1/2	Chord	3/2	3	2	1/4	1/4	1	601																
40	40	193	193	1.0	3/4	3/4	Chord	3/2	3	2	1/4	1/4	1	602																
40	40	195	195	1.0	5/4	5/4	Chord	3/2	3	2	1/4	1/4	1	603																
41	41	196	196	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	604	tritt	oft-														
41	41	197	197	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	605	zur	-times														
41	41	198	198	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	606	Tür	en-														
41	41	199	199	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	607	her-	-ters														
41	41	200	200	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	608	-ein,	here.														
41	41	196	196	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	609												92				
41	41	393/2	393/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	610																
41	41	197	197	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	611												93				
41	41	395/2	395/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	612																
41	41	198	198	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	613												94				
41	41	200	200	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	614												94				
41	41	401/2	401/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	615												94				
41	41	201	201	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	616												94				
41	41	403/2	403/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	617																
41	41	196	196	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	618				articAccentAbove												
41	41	198	198	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	619				articAccentAbove												
41	41	196	196	1.0	0	0	Chord	3/2	3	2	1/4	1/4	1	620																
41	41	197	197	1.0	1/4	1/4	Chord	3/2	3	2	1/4	1/4	1	621																
41	41	198	198	1.0	1/2	1/2	Chord	3/2	3	2	1/4	1/4	1	622																
41	41	199	199	1.0	3/4	3/4	Chord	3/2	3	2	1/4	1/4	1	623																
41	41	201	201	1.0	5/4	5/4	Chord	3/2	3	2	1/4	1/4	1	624																
42	42	202	202	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	625												95				
42	42	405/2	405/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	626												95				
42	42	203	203	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	627												95				
42	42	407/2	407/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	628												95				
42	42	204	204	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	629												95				
42	42	409/2	409/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	630												95				
42	42	205	205	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	631												95				
42	42	411/2	411/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	632																
42	42	204	204	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	633																
42	42	202	202	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	634																
42	42	203	203	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	635																
42	42	204	204	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	636																
42	42	205	205	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	637																
43	43	206	206	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	638												96				
43	43	208	208	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	639												96				
43	43	417/2	417/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	640												96				
43	43	209	209	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	641												96				
43	43	419/2	419/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	642																
43	43	206	206	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	643												97				
43	43	208	208	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	644																
43	43	206	206	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	645																
43	43	207	207	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	646																
43	43	208	208	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	647																
43	43	209	209	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	648																
44	44	210	210	0.0	0	0	Dynamic	4/4	1	1	0						mp													
44	44	210	210	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	649	mit	with														
44	44	211	211	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	650	der	the														
44	44	212	212	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	651	Ker-	light														
44	44	213	213	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	652	-ze	comes														
44	44	210	210	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	653												98				
44	44	421/2	421/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	654												98				
44	44	211	211	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	655												98				
44	44	423/2	423/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	656												98				
44	44	212	212	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	657												98				
44	44	425/2	425/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	658												98				
44	44	213	213	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	659												98				
44	44	427/2	427/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	660																
44	44	210	210	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	661																
44	44	211	211	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	662																
44	44	212	212	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	663																
44	44	213	213	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	664																
45	45	214	214	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	665	Schim-	near														
45	45	216	216	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	666	-mer,	me,														
45	45	214	214	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	667												99				
45	45	216	216	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	668												99				
45	45	433/2	433/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	669												99				
45	45	217	217	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	670												99				
45	45	435/2	435/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	671																
45	45	214	214	4.0	0	0	Chord	4/4	2	2	1	1	1	672																
45	45	214	214	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	673																
45	45	215	215	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	674																
45	45	216	216	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	675																
45	45	217	217	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	676																
46	46	218	218	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	677	ist	then,														
46	46	219	219	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	678	es	me-														
46	46	220	220	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	679	mir,	-thinks,														
46	46	221	221	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	680	als	I														
46	46	218	218	0.0	0	0	Spanner	4/4	2	1	0																	7		
46	46	218	218	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	681												100		7		
46	46	437/2	437/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	682												100		7		
46	46	219	219	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	683												100		7		
46	46	439/2	439/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															100				
46	46	439/2	439/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	684												100				
46	46	220	220	0.0	1/2	1/2	Spanner	4/4	2	1	0															100				9
46	46	220	220	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	685				articAccentAbove								100				9
46	46	441/2	441/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	686												100				9
46	46	221	221	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	687												100				9
46	46	443/2	443/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
46	46	443/2	443/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	688																
46	46	218	218	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	689																
46	46	219	219	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	690																
46	46	220	220	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	691																
46	46	221	221	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	692																
47	47	222	222	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	693	im-	hear														
47	47	224	224	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	694	-mer	thee,														
47	47	222	222	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	695												101				
47	47	445/2	445/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	696												101				
47	47	223	223	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	697												101				
47	47	447/2	447/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	698																
47	47	224	224	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	699												102				
47	47	449/2	449/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	700												102				
47	47	225	225	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	701												102				
47	47	451/2	451/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	702																
47	47	222	222	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	703																
47	47	223	223	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	704																
47	47	224	224	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	705																
47	47	225	225	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	706																
48	48	226	226	0.0	0	0	Dynamic	3/2	1	1	0						pp													
48	48	226	226	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	707	kämst	hear														
48	48	227	227	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	708	du	thine														
48	48	228	228	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	709	mit	in-														
48	48	229	229	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	710	her-	-fant														
48	48	230	230	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	711	-ein,	tread,														
48	48	226	226	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	712												103				
48	48	453/2	453/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	713												103				
48	48	227	227	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	714												103				
48	48	455/2	455/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	715																
48	48	228	228	0.5	1/2	1/2	Chord	3/2	2	1	1/8	1/8	1	716												104				
48	48	457/2	457/2	0.5	5/8	5/8	Chord	3/2	2	1	1/8	1/8	1	717																
48	48	229	229	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	718												105				
48	48	459/2	459/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	719																
48	48	230	230	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	720												106				
48	48	461/2	461/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	721																
48	48	231	231	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	722												107				
48	48	463/2	463/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	723																
48	48	226	226	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	724				articAccentBelow												
48	48	228	228	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	725				articAccentBelow												
48	48	230	230	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	726																
48	48	226	226	0.0	0	0	Dynamic	3/2	3	1	0						pp													
48	48	226	226	4.0	0	0	Chord	3/2	3	1	1	1	1	727																
48	48	230	230	0.5	1	1	Chord	3/2	3	1	1/8	1/8	1	728												108				
48	48	461/2	461/2	0.5	9/8	9/8	Chord	3/2	3	1	1/8	1/8	1	729																
48	48	231	231	0.5	5/4	5/4	Chord	3/2	3	1	1/8	1/8	1	730												109				
48	48	463/2	463/2	0.5	11/8	11/8	Chord	3/2	3	1	1/8	1/8	1	731																
48	48	226	226	6.0	0	0	Chord	3/2	3	2	3/2	1	3/2	732																
49	49	232	232	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	733	husch-	hear														
49	49	233	233	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	734	-test	thine														
49	49	234	234	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	735	hin-	in-														
49	49	235	235	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	736	-ter-	-fant														
49	49	236	236	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	737	-drein,	tread,														
49	49	232	232	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	738												110				
49	49	465/2	465/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	739												110				
49	49	233	233	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	740												110				
49	49	467/2	467/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	741																
49	49	234	234	0.5	1/2	1/2	Chord	3/2	2	1	1/8	1/8	1	742												111				
49	49	469/2	469/2	0.5	5/8	5/8	Chord	3/2	2	1	1/8	1/8	1	743																
49	49	235	235	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	744												112				
49	49	471/2	471/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	745																
49	49	236	236	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	746												113				
49	49	473/2	473/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	747																
49	49	237	237	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	748												114				
49	49	475/2	475/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	749																
49	49	232	232	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	750																
49	49	234	234	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	751																
49	49	236	236	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	752																
49	49	232	232	4.0	0	0	Chord	3/2	3	1	1	1	1	753																
49	49	236	236	0.5	1	1	Chord	3/2	3	1	1/8	1/8	1	754												115				
49	49	473/2	473/2	0.5	9/8	9/8	Chord	3/2	3	1	1/8	1/8	1	755																
49	49	237	237	0.5	5/4	5/4	Chord	3/2	3	1	1/8	1/8	1	756												116				
49	49	475/2	475/2	0.5	11/8	11/8	Chord	3/2	3	1	1/8	1/8	1	757																
49	49	232	232	6.0	0	0	Chord	3/2	3	2	3/2	1	3/2	758																
50	50	238	238	0.0	0	0	SystemText	3/2	1	1	0									Etwas bewegter										
50	50	238	238	0.0	0	0	StaffText	3/2	1	1	0								innig   cordiale											
50	50	238	238	0.0	0	0	Tempo	3/2	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0					
50	50	238	238	0.0	0	0	StaffText	3/2	1	1	0								Poco più moto											
50	50	238	238	0.0	0	0	Spanner	3/2	1	1	0																	8		
50	50	238	238	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	759	als	foot-												8		
50	50	239	239	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	760	wie	-steps												8		
50	50	240	240	0.0	1/2	1/2	Dynamic	3/2	1	1	0						mf													
50	50	240	240	0.0	1/2	1/2	Spanner	3/2	1	1	0																			
50	50	240	240	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	761	sonst	patter-										117				
50	50	241	241	0.0	3/4	3/4	Spanner	3/2	1	1	0																			10
50	50	241	241	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	762																10
50	50	242	242	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	763	ins	-ing										118				10
50	50	243	243	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	764																10
50	50	238	238	0.0	0	0	Spanner	3/2	2	1	0																	9		
50	50	238	238	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	765												119		9		
50	50	477/2	477/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	766												119		9		
50	50	239	239	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	767												119		9		
50	50	479/2	479/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	768														9		
50	50	240	240	0.5	1/2	1/2	Chord	3/2	2	1	1/8	1/8	1	769												120		9		
50	50	481/2	481/2	0.0	5/8	5/8	Dynamic	3/2	2	1	0						mf													
50	50	481/2	481/2	0.0	5/8	5/8	Spanner	3/2	2	1	0																			
50	50	481/2	481/2	0.5	5/8	5/8	Chord	3/2	2	1	1/8	1/8	1	770																
50	50	241	241	0.0	3/4	3/4	Spanner	3/2	2	1	0																			11
50	50	241	241	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	771												121				11
50	50	483/2	483/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	772																11
50	50	242	242	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	773												122				11
50	50	485/2	485/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	774																11
50	50	243	243	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	775												123				11
50	50	487/2	487/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	776																11
