mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
49	49	194	194	0.0	0	0	Dynamic	4/4	2	1	0						pp													
49	49	194	194	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	439												76				
49	49	197	197	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	440												76				
49	49	194	194	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	441												77				
49	49	389/2	389/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	442												77				
49	49	195	195	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	443												77				
49	49	391/2	391/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	444												77				
49	49	196	196	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	445																
50	50	198	198	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	446	Schick-	-crees,														
50	50	199	199	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	447	-sal	and														
50	50	200	200	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	448	ab-	we														
50	50	201	201	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	449	-ge-	must														
50	50	198	198	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	450												76				
50	50	199	199	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	451												76				
50	50	200	200	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	452												76				
50	50	201	201	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	453																
50	50	198	198	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	454																
50	50	200	200	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	455																
50	50	198	198	4.0	0	0	Chord	4/4	2	3	1	1	1	456																
50	50	198	198	4.0	0	0	Chord	4/4	3	1	1	1	1	457																
51	51	202	202	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	458	-schla-	leave														
51	51	203	203	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	459	-gen.	thee.														
51	51	202	202	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	460												78				
51	51	203	203	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	461																
51	51	205	205	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	462				articAccentAbove								79				
51	51	202	202	4.0	0	0	Chord	4/4	2	2	1	1	1	463																
51	51	202	202	4.0	0	0	Chord	4/4	3	1	1	1	1	464																
51	51	202	202	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	465																
52	52	206	206	0.0	0	0	Spanner	4/4	2	1	0															79				27
52	52	206	206	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	466												79				27
52	52	413/2	413/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	467												79				27
52	52	207	207	0.0	1/4	1/4	Spanner	4/4	2	1	0															79				27, 28
52	52	207	207	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	468												79				27, 28
52	52	415/2	415/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	469												79				27, 28
52	52	208	208	0.0	1/2	1/2	Spanner	4/4	2	1	0															79				28
52	52	208	208	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	470				articAccentAbove								79				28
52	52	417/2	417/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	471				articAccentAbove								79				28
52	52	209	209	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	472				articAccentAbove								79				28
52	52	419/2	419/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	473				articAccentAbove												28
52	52	208	208	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	474																28
52	52	209	209	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	475																28
52	52	206	206	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	476																
52	52	208	208	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	477																
52	52	206	206	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	478																
52	52	208	208	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	479																
53	53	210	210	0.0	0	0	Spanner	4/4	2	1	0																		27	
53	53	210	210	0.0	0	0	Spanner	4/4	2	1	0																		27	
53	53	210	210	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	480				articAccentAbove								80			27	
53	53	211	211	3.0	1/4	1/4	Chord	4/4	2	1	3/4	1/2	3/2	481															27	
53	53	210	210	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	482												81				
53	53	212	212	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	483												81				
53	53	213	213	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	484																
53	53	210	210	4.0	0	0	Chord	4/4	3	2	1	1	1	485																
53	53	210	210	1.0	0	0	Chord	4/4	3	3	1/4	1/4	1	486																
53	53	211	211	1.0	1/4	1/4	Chord	4/4	3	3	1/4	1/4	1	487																
53	53	212	212	1.0	1/2	1/2	Chord	4/4	3	3	1/4	1/4	1	488																
53	53	213	213	1.0	3/4	3/4	Chord	4/4	3	3	1/4	1/4	1	489																
54	54	214	214	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	490	Sieh’	Gaze														
54	54	216	216	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	491	uns	on														
54	54	217	217	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	492	nur	us														
54	54	214	214	0.0	0	0	Spanner	4/4	2	1	0																			
54	54	214	214	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	493												82				
54	54	217	217	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	494												82				
54	54	214	214	0.0	0	0	Dynamic	4/4	3	1	0						pp													
54	54	214	214	4.0	0	0	Chord	4/4	3	1	1	1	1	495																
54	54	214	214	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	496												83				
54	54	429/2	429/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	497												83				
54	54	215	215	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	498												83				
54	54	431/2	431/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	499												83				
54	54	216	216	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	500																
55	55	218	218	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	501	an,	now,														
55	55	221	221	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	502	denn	for														
55	55	218	218	4.0	0	0	Chord	4/4	2	1	1	1	1	503																
55	55	218	218	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	504												84				
55	55	437/2	437/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	505												84				
55	55	219	219	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	506												84				
55	55	439/2	439/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	507												84				
55	55	220	220	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	508																
56	56	222	222	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	509	bald	soon		articAccentAbove												
56	56	447/2	447/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	510	sind	from														
56	56	224	224	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	511	wir	hence														
56	56	225	225	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	512	dir	we’re														
56	56	222	222	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	513				articAccentAbove								85				
56	56	225	225	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	514																
56	56	222	222	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	515												86				
56	56	445/2	445/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	516												86				
56	56	223	223	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	517												86				
56	56	447/2	447/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	518												86				
56	56	224	224	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	519																
57	57	226	226	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	520	fer-	go-														
57	57	227	227	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	521	-ne!	-ing!														
57	57	226	226	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	522												87				
57	57	227	227	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	523																
57	57	229	229	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	524				articAccentAbove								88				
57	57	226	226	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	525												89				
57	57	453/2	453/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	526												89				
57	57	227	227	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	527												89				
57	57	455/2	455/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	528												89				
57	57	228	228	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	529																
58	58	230	230	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	530				articAccentAbove								88				
58	58	232	232	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	531				articAccentAbove								88				
58	58	233	233	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	532				articAccentAbove												
58	58	230	230	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	533																
58	58	230	230	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	534												90				
58	58	461/2	461/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	535												90				
58	58	231	231	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	536												90				
58	58	463/2	463/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	537												90				
58	58	232	232	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	538																
59	59	234	234	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	539				articAccentAbove												
59	59	471/2	471/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	540				articAccentAbove												
59	59	236	236	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	541				articAccentAbove												
59	59	237	237	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	542				articAccentAbove												
59	59	234	234	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	543												91				
59	59	469/2	469/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	544												91				
59	59	235	235	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	545												91				
59	59	471/2	471/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	546												91				
59	59	236	236	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	547																
60	60	481/2	481/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0						p													
60	60	481/2	481/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	548	Was	What														
60	60	241	241	0.0	3/4	3/4	StaffText	4/4	1	1	0								rit.											
60	60	241	241	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	549	dir	now														
60	60	483/2	483/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	550	nur	are														
60	60	238	238	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	551				articAccentAbove								92				
60	60	239	239	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	552																
60	60	481/2	481/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0						pp													
60	60	481/2	481/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	553												93				
60	60	241	241	0.0	3/4	3/4	StaffText	4/4	2	1	0								rit.							93				
60	60	241	241	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	554												93				
60	60	483/2	483/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	555																
60	60	238	238	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	556																
60	60	238	238	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	557												94				
60	60	477/2	477/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	558												94				
60	60	239	239	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	559												94				
60	60	479/2	479/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	560												94				
60	60	240	240	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	561																
61	61	242	242	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	562	Au-	eyes														
61	61	243	243	0.0	1/4	1/4	Spanner	4/4	1	1	0																			29
61	61	487/2	487/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	563	-gen	on														29
61	61	244	244	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	564	sind	earth,														29
61	61	489/2	489/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	565	in	up-														29
61	61	245	245	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	566	die-	-on														29
61	61	491/2	491/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	567	-sen	thee														29
61	61	242	242	4.0	0	0	Chord	4/4	2	1	1	1	1	568																
61	61	242	242	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	569												95				
61	61	244	244	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	570												95, 96				
61	61	245	245	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	571																
61	61	242	242	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	572												97				
61	61	485/2	485/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	573												97				
61	61	243	243	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	574												97				
61	61	487/2	487/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	575																
62	62	246	246	0.0	0	0	Spanner	4/4	1	1	0																			
62	62	246	246	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	576	Ta-	gaz-		articAccentAbove												
62	62	493/2	493/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		28	
62	62	247	247	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	577	-gen:	-ing													28	
62	62	495/2	495/2	0.0	3/8	3/8	Spanner	4/4	1	1	0																			
62	62	249	249	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0					
62	62	249	249	0.0	3/4	3/4	StaffText	4/4	1	1	0								Poco più moto											
62	62	249	249	0.0	3/4	3/4	Spanner	4/4	1	1	0																			30
62	62	249	249	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	578	in	will														30
62	62	246	246	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	579																
62	62	249	249	0.0	3/4	3/4	Spanner	4/4	2	1	0																			31
62	62	249	249	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	580																31
62	62	246	246	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	581												98				
62	62	493/2	493/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	582												98				
62	62	247	247	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	583												98				
62	62	495/2	495/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	584												98				
62	62	248	248	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	585																
62	62	249	249	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	586																
63	63	250	250	0.0	0	0	StaffText	4/4	1	1	0								Etwas bewegter											
63	63	250	250	0.0	0	0	Spanner	4/4	1	1	0																			
63	63	250	250	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	587	künft'-	then		articAccentAbove								99				
63	63	501/2	501/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															99			29	
63	63	251	251	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	588															29	
63	63	252	252	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
63	63	253	253	0.0	3/4	3/4	Spanner	4/4	1	1	0																			32
63	63	253	253	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	589	-gen	be														32
63	63	250	250	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	590				articAccentAbove								100				31
63	63	501/2	501/2	0.0	1/8	1/8	Spanner	4/4	2	1	0															100				
63	63	251	251	0.0	1/4	1/4	Spanner	4/4	2	1	0															100			30	
63	63	253	253	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
63	63	253	253	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	591																
63	63	250	250	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	592												101				
63	63	501/2	501/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	593												101				
63	63	251	251	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	594												101				
63	63	503/2	503/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	595												101				
63	63	252	252	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	596																
63	63	253	253	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	597																
63	63	253	253	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	598																
64	64	254	254	0.0	0	0	Spanner	4/4	1	1	0																			
64	64	254	254	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	599	Näch-	stars		articAccentAbove								102				
64	64	509/2	509/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															102			31	
64	64	255	255	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	600															31	
64	64	256	256	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
64	64	257	257	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	601	-ten	at														
64	64	254	254	0.0	0	0	Spanner	4/4	2	1	0																		32	
64	64	254	254	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	602				articAccentAbove								103			32	
64	64	257	257	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
64	64	257	257	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	603																
64	64	254	254	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	604																
64	64	257	257	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	605																
64	64	254	254	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	606												104				
64	64	509/2	509/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	607												104				
64	64	255	255	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	608												104				
64	64	511/2	511/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	609												104				
64	64	256	256	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	610																
64	64	257	257	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	611																
65	65	258	258	0.0	0	0	Spanner	4/4	1	1	0																			33
65	65	258	258	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	612	sind	night														33
65	65	519/2	519/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	613	es	in														33
65	65	260	260	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	614	dir	a-														33
65	65	261	261	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	615	nur	-zure														33
65	65	258	258	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	616												105				
65	65	519/2	519/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															105				34
65	65	519/2	519/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	617												105				34
65	65	260	260	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	618												105				34
65	65	261	261	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
65	65	261	261	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	619																
65	65	258	258	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	620																
65	65	261	261	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	621																
65	65	258	258	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	622																
65	65	261	261	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	623																
66	66	262	262	0.0	0	0	Dynamic	4/4	1	1	0						other-dynamics													
66	66	262	262	0.0	0	0	Spanner	4/4	1	1	0																			
66	66	262	262	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	624	Ster-	glow-										106				
66	66	265	265	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	625																
66	66	262	262	0.0	0	0	Dynamic	4/4	2	1	0						other-dynamics													
66	66	262	262	4.0	0	0	Chord	4/4	2	1	1	1	1	626																
66	66	262	262	4.0	0	0	Chord	4/4	3	1	1	1	1	627																
66	66	262	262	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	628												107				
66	66	525/2	525/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	629												107				
66	66	263	263	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	630												107				
66	66	527/2	527/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	631												107				
66	66	264	264	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	632												107				
66	66	529/2	529/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	633												107				
66	66	265	265	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	634												107				
66	66	531/2	531/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	635												107				
67	67	266	266	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	636	-ne.	-ing.														
67	67	266	266	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	637																
67	67	267	267	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	638				articAccentBelow								108				
67	67	268	268	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	639				articAccentBelow								108				
67	67	269	269	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	640				articAccentBelow												
67	67	268	268	0.0	1/2	1/2	Dynamic	4/4	3	1	0						p													
67	67	268	268	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	641																
68	68	270	270	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	642				articAccentBelow								109				
68	68	272	272	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	643																
68	68	270	270	4.0	0	0	Chord	4/4	3	1	1	1	1	644																
69	69	274	274	0.0	0	0	StaffText	2/4	2	1	0								nicht zurückhaltend											
69	69	274	274	0.0	0	0	StaffText	2/4	2	1	0								non riten.											
69	69	549/2	549/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			35
69	69	549/2	549/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	645												110				35
69	69	275	275	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	646												110				35
69	69	551/2	551/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
69	69	551/2	551/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	647																
70	70	276	276	0.0	0	0	Dynamic	4/4	2	1	0						pp													
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	648												111				
70	70	278	278	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	649																
70	70	276	276	4.0	0	0	Chord	4/4	3	1	1	1	1	650																
71	71	281	281	0.0	1/4	1/4	StaffText	4/4	2	1	0								rit.											
71	71	281	281	0.0	1/4	1/4	Spanner	4/4	2	1	0																		33	
71	71	281	281	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	651				articAccentAbove								112			33	
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	652												112			33	
71	71	283	283	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	653															33	
72	72	284	284	0.0	0	0	Dynamic	4/4	2	1	0						pp													
72	72	284	284	0.0	0	0	Spanner	4/4	2	1	0																			
72	72	284	284	4.0	0	0	Chord	4/4	2	1	1	1	1	654				articAccentAbove								113				
72	72	284	284	0.0	0	0	Spanner	4/4	3	1	0																0	0		
72	72	284	284	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	655												114	0	0		
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	656												114	0	0		
72	72	285	285	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	657												114	0	0		
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	658												114	0	0		
72	72	286	286	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	659												114	0	0		
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	660												114	0	0		
72	72	287	287	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	661												114	0	0		
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	662													0	0		
73	73	288	288	0.0	0	0	StaffText	4/4	2	1	0								morendo											
73	73	288	288	4.0	0	0	Chord	4/4	2	1	1	1	1	663																
73	73	288	288	0.0	0	0	Spanner	4/4	3	1	0																			
73	73	288	288	0.0	0	0	Spanner	4/4	3	1	0																1	1		
73	73	288	288	4.0	0	0	Chord	4/4	3	1	1	1	1	664													1	1		
74	74	292	292	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	665																
74	74	292	292	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	666													1	1		
74	74	293	293	0.0	1/4	1/4	Spanner	4/4	3	1	0																			
